source,listing_id,title,price,currency,year,fuel_type,transmission,creator,sector,mileage,brand,model,door_count,origin,first_owner,fiscal_power,condition,equipment,seller_city,image_folder,url,publication_date
moteur,632410,Dacia duster - très bonne état - 2019,"155,000 MAD",MAD,2019,Diesel,Manuelle,N/A,Casablanca,"195,000 km",Dacia,Duster,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632410/dacia-duster.html,2026-08-12 18:33:04
moteur,632409,peugeot 208 diesel,"135,000 MAD",MAD,2020,Diesel,Manuelle,N/A,Khemisset,"94,000 km",Peugeot,208,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Khemisset,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632409/peugeot-208.html,2026-08-12 18:33:04
moteur,632408,gt Line 3008 automatique,"209,000 MAD",MAD,2019,Diesel,Automatique,N/A,Fes,"122,000 km",Peugeot,3008,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632408/peugeot-3008.html,2026-08-12 18:33:04
moteur,632406,Mercedes SL450 type R107,"315,000 MAD",MAD,1980,Essence,Automatique,N/A,Bouskoura,"200,000 km",Mercedes-Benz,Classe SL,N/A,N/A,N/A,27,N/A,"État du véhicule, Régulateur de vitesse, Vitres électriques, Jantes, CD / MP3 / Bluetooth",Bouskoura,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632406/mercedes-benz-classe-sl.html,2026-08-12 18:33:03
moteur,632405,GLC 220 4-MATIC PACK AMG,"260,000 MAD",MAD,2017,Diesel,Automatique,N/A,Casablanca,"180,000 km",Mercedes-Benz,Classe GLC,N/A,N/A,N/A,9,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, Intérieur cuir, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632405/mercedes-benz-classe-glc.html,2026-08-12 18:33:02
moteur,632404,Fiat 500 x très bon état,"220,000 MAD",MAD,2023,Essence,Automatique,N/A,Marrakech,"34,000 km",Fiat,500 X,5,N/A,N/A,7,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, Navigation GPS, Ordinateur de bord, Limiteur de vitesse, CD / MP3 / Bluetooth",Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632404/fiat-500x.html,2026-08-12 18:33:02
moteur,632403,Classe C 220,"250,000 MAD",MAD,2015,Diesel,Automatique,N/A,Casablanca,"109,000 km",Mercedes-Benz,Classe C,N/A,N/A,N/A,9,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Radar de recul, Jantes, Limiteur de vitesse",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632403/mercedes-benz-classe-c.html,2026-08-12 18:33:02
moteur,632402,Peugeot 5008 Diesel Automatique 2014 à Marrakech,"140,000 MAD",MAD,2014,Diesel,Automatique,N/A,Marrakech,"250,000 km",Peugeot,5008,5,N/A,N/A,7,N/A,"État du véhicule, Climatisation, Airbags, Vitres électriques",Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632402/peugeot-5008.html,2026-08-12 18:33:02
moteur,632401,Dacia Logan Diesel Manuelle 2019 à Tétouan,"107,000 MAD",MAD,2019,Diesel,Manuelle,N/A,Tetouan,"184,000 km",Dacia,Logan,5,N/A,N/A,6,N/A,État du véhicule,Tetouan,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632401/dacia-logan.html,2026-08-12 18:33:02
moteur,632400,Volkswagen T-Roc Diesel Automatique 2025 à Tétouan,"335,000 MAD",MAD,2025,Diesel,Automatique,N/A,Tetouan,"6,000 km",Volkswagen,T-Roc,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Tetouan,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632400/volkswagen-t-roc.html,2026-08-12 18:22:05
moteur,632399,renault express model 22 87alf klm,"145,000 MAD",MAD,2022,Diesel,Manuelle,N/A,Casablanca,"87,000 km",Renault,Express,5,N/A,N/A,6,N/A,État du véhicule,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632399/renault-express.html,2026-08-12 18:22:04
moteur,632398,agadir lhay lmohemadi,"85,000 MAD",MAD,2010,Diesel,Manuelle,N/A,Agadir,"380,000 km",Hyundai,Tucson,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Vitres électriques",Agadir,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632398/hyundai-tucson.html,2026-08-12 18:22:04
moteur,632397,Mercedes-Benz Classe S 400 Diesel  2021,Appeler pour le prix,MAD,2021,Diesel,Automatique,N/A,Tetouan,"77,000 km",Mercedes-Benz,Classe S,5,N/A,N/A,21,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Tetouan,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632397/mercedes-benz-classe-s.html,2026-08-12 18:22:04
moteur,632396,TOYOTA PRADO D4D AUTOMATIQUE 2008,"225,000 MAD",MAD,2008,Diesel,Automatique,N/A,Tanger,"216,000 km",Toyota,Prado,5,N/A,N/A,12,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632396/toyota-prado.html,2026-08-12 18:22:03
moteur,632395,opel mokka a vendre 1ere main,"220,000 MAD",MAD,2022,Diesel,Manuelle,N/A,Kenitra,"49,000 km",Opel,Mokka,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Kenitra,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632395/opel-mokka.html,2026-08-12 18:22:03
moteur,632394,فاس  عين شقف,"120,000 MAD",MAD,2015,Diesel,Manuelle,N/A,Fes,190 km,Hyundai,Accent,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Vitres électriques, Ordinateur de bord, Radar de recul, Limiteur de vitesse, CD / MP3 / Bluetooth",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632394/hyundai-accent.html,2026-08-12 18:22:03
moteur,632393,Dacia Sandero Diesel Manuelle 2022 à Mohammedia,"145,000 MAD",MAD,2022,Diesel,Manuelle,N/A,Mohammedia,"100,000 km",Dacia,Sandero,5,N/A,N/A,6,N/A,"État du véhicule, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, Navigation GPS, Ordinateur de bord, Radar de recul, Limiteur de vitesse, CD / MP3 / Bluetooth",Mohammedia,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632393/dacia-sandero.html,2026-08-12 18:22:03
moteur,632392,seat leon للبيع,"125,000 MAD",MAD,2013,Diesel,Manuelle,N/A,Tanger,200 km,Seat,Leon,5,N/A,N/A,7,N/A,"État du véhicule, ABS, Climatisation, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Ordinateur de bord, Jantes, Limiteur de vitesse",Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632392/seat-leon.html,2026-08-12 18:22:02
moteur,632391,2008 GT A vendre,"270,000 MAD",MAD,2023,Diesel,Automatique,N/A,Rabat,90 km,Peugeot,2008,5,N/A,N/A,6,N/A,État du véhicule,Rabat,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632391/peugeot-2008.html,2026-08-12 18:22:02
moteur,632390,Audi A6 Diesel Automatique 2023 à Tétouan,Appeler pour le prix,MAD,2023,Diesel,Automatique,N/A,Tetouan,"93,000 km",Audi,A6,5,N/A,N/A,8,N/A,État du véhicule,Tetouan,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632390/audi-a6.html,2026-08-12 18:22:02
moteur,632389,Ford C Max,"112,000 MAD",MAD,2014,Diesel,Manuelle,N/A,Casablanca,"270,000 km",Ford,C Max,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632389/ford-c-max.html,2026-08-12 18:12:06
moteur,632388,Volkswagen Polo Modèle 2013 Diesel,"102,000 MAD",MAD,2013,Diesel,Manuelle,N/A,Casablanca,"220,000 km",Volkswagen,Polo,5,N/A,N/A,5,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Vitres électriques, Ordinateur de bord, Jantes, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632388/volkswagen-polo.html,2026-08-12 18:11:04
moteur,632387,Voiture spacieuse FORD CMAX,"112,000 MAD",MAD,2014,Diesel,Manuelle,N/A,Casablanca,"270,000 km",Ford,C Max,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632387/ford-c-max.html,2026-08-12 18:11:04
moteur,632386,208 n9iya toutes options,"115,000 MAD",MAD,2019,Diesel,Manuelle,N/A,Agadir,"129,000 km",Peugeot,208,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Agadir,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632386/peugeot-208.html,2026-08-12 18:11:03
moteur,632385,hyundai i20,"80,000 MAD",MAD,2014,Diesel,Manuelle,N/A,Casablanca,"210,000 km",Hyundai,i20,N/A,N/A,N/A,6,N/A,État du véhicule,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632385/hyundai-i20.html,2026-08-12 18:11:02
moteur,632384,فاس عين شقف,"120,000 MAD",MAD,2015,Diesel,Manuelle,N/A,Fes,190 km,Hyundai,Accent,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Vitres électriques, Ordinateur de bord, Radar de recul, CD / MP3 / Bluetooth",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632384/hyundai-accent.html,2026-08-12 18:11:02
moteur,632383,Ford Focus 2021 à Tanger - Importée des USA,"199,000 MAD",MAD,2021,Diesel,Manuelle,N/A,Tanger,"99,000 km",Ford,Focus,5,N/A,N/A,6,N/A,État du véhicule,Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632383/ford-focus.html,2026-08-12 18:00:43
moteur,632382,vendre Seat Ibiza fr,"205,000 MAD",MAD,2022,Diesel,Manuelle,N/A,Tanger,"35,000 km",Seat,Ibiza,N/A,N/A,N/A,6,N/A,État du véhicule,Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632382/seat-ibiza.html,2026-08-12 18:00:41
moteur,632380,Volkswagen Tiguan modéle 2018,"245,000 MAD",MAD,2018,Diesel,Manuelle,N/A,Kenitra,220 km,Volkswagen,Tiguan,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Kenitra,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632380/volkswagen-tiguan.html,2026-08-12 18:00:41
moteur,632379,dacia logan,"93,000 MAD",MAD,2019,Diesel,Manuelle,N/A,Temara,"219,000 km",Dacia,Logan,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Airbags, Fermeture centralisée, Vitres électriques, ESP, Navigation GPS, Radar de recul, CD / MP3 / Bluetooth",Temara,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632379/dacia-logan.html,2026-08-12 18:00:40
moteur,632378,Dacia Sandero,"145,000 MAD",MAD,2022,Diesel,Manuelle,N/A,Mohammedia,"100,000 km",Dacia,Sandero,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Mohammedia,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632378/dacia-sandero.html,2026-08-12 17:55:05
moteur,632377,Kia Picanto 2022,"123,000 MAD",MAD,2022,Essence,Automatique,N/A,Casablanca,"66,121 km",Kia,Picanto,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632377/kia-picanto.html,2026-08-12 17:55:05
moteur,632376,Renault Clio Essence Manuelle 2009 à Tanger,"54,000 MAD",MAD,2009,Essence,Manuelle,N/A,Tanger,"202,500 km",Renault,Clio,N/A,N/A,N/A,7,N/A,État du véhicule,Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632376/renault-clio.html,2026-08-12 17:55:04
moteur,632374,dacia logan,"53,000 MAD",MAD,2006,Diesel,Manuelle,N/A,Casablanca,"240,000 km",Dacia,Logan,N/A,N/A,N/A,6,N/A,État du véhicule,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632374/dacia-logan.html,2026-08-12 17:55:04
moteur,632372,سيارة ممتازة شخصية كاملة المواصفات,"139,000 MAD",MAD,2022,Diesel,Manuelle,N/A,Fes,183 km,Dacia,Sandero,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632372/dacia-sandero.html,2026-08-12 17:55:03
moteur,632371,fiat freemont,"115,000 MAD",MAD,2013,Diesel,Automatique,N/A,Marrakech,"213,000 km",Fiat,Multipla,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632371/fiat-multipla.html,2026-08-12 17:55:03
moteur,632370,fait punto classic,"65,000 MAD",MAD,2012,Essence,Manuelle,N/A,Ouarzazate,"60,000 km",Fiat,Punto,5,N/A,N/A,7,N/A,"État du véhicule, Climatisation, Airbags, Vitres électriques, CD / MP3 / Bluetooth, Fermeture centralisée",Ouarzazate,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632370/fiat-punto.html,2026-08-12 17:55:02
moteur,632369,je met en vente ma voiture Opel corsa diésel,"130,000 MAD",MAD,2021,Diesel,Manuelle,N/A,Casablanca,"137,000 km",Opel,Corsa,N/A,N/A,N/A,6,N/A,"État du véhicule, Climatisation, Airbags, Vitres électriques, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632369/opel-corsa.html,2026-08-12 17:55:02
moteur,632368,Citroen C3,"52,000 MAD",MAD,2003,Essence,Automatique,N/A,Marrakech,"100,000 km",Citroën,C3,3,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632368/citroen-c3.html,2026-08-12 17:44:06
moteur,632367,Mercedes GLE 250d 2019,"325,000 MAD",MAD,2019,Diesel,Automatique,N/A,Kenitra,"110,000 km",Mercedes-Benz,Classe GLE,5,N/A,N/A,9,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Kenitra,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632367/mercedes-benz-classe-gle.html,2026-08-12 17:44:06
moteur,632366,Renault Megan 2,"62,000 MAD",MAD,2004,Diesel,Manuelle,N/A,Casablanca,"200,000 km",Renault,Megane,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Airbags, Fermeture centralisée, Vitres électriques, Jantes, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632366/renault-megane.html,2026-08-12 17:44:05
moteur,632365,Renault Megan 2,"63,000 MAD",MAD,2004,Diesel,Manuelle,N/A,Casablanca,"200,000 km",Renault,Megane,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Airbags, Fermeture centralisée, Vitres électriques, Intérieur cuir, Jantes, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632365/renault-megane.html,2026-08-12 17:44:05
moteur,632364,Polo sedan 2014 en parfaite état,"105,000 MAD",MAD,2014,Diesel,Manuelle,N/A,Casablanca,"170,000 km",Volkswagen,Polo,5,N/A,N/A,6,N/A,État du véhicule,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632364/volkswagen-polo.html,2026-08-12 17:44:05
moteur,632363,فاس تازة تاهلة,Appeler pour le prix,MAD,2013,Diesel,Manuelle,N/A,Fes,220 km,Hyundai,i40,N/A,N/A,N/A,7,N/A,État du véhicule,Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632363/hyundai-i40.html,2026-08-12 17:44:05
moteur,632362,une opel adam tte options comme neuve,"108,000 MAD",MAD,2018,Essence,Manuelle,N/A,Casablanca,"82,000 km",Opel,Adam,3,N/A,N/A,7,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632362/opel-adam.html,2026-08-12 17:44:05
moteur,632361,passat 2002 mazot,"52,000 MAD",MAD,2002,Diesel,Manuelle,N/A,Fes,400 km,Volkswagen,Passat,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Ordinateur de bord, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632361/volkswagen-passat.html,2026-08-12 17:44:04
moteur,632360,ford cmax 2016 diesel,"135,000 MAD",MAD,2016,Diesel,Manuelle,N/A,Fes,160 km,Ford,C Max,5,N/A,N/A,6,N/A,"État du véhicule, Climatisation, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Limiteur de vitesse, CD / MP3 / Bluetooth",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632360/ford-c-max.html,2026-08-12 17:44:04
moteur,632359,vendre Peugeot 208,"132,000 MAD",MAD,2018,Diesel,Manuelle,N/A,Tanger,"70,000 km",Peugeot,208,N/A,N/A,N/A,6,N/A,État du véhicule,Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632359/peugeot-208.html,2026-08-12 17:44:03
moteur,632358,vendre Peugeot 208,"132,000 MAD",MAD,2018,Diesel,Manuelle,N/A,Tanger,"70,000 km",Peugeot,208,N/A,N/A,N/A,6,N/A,État du véhicule,Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632358/peugeot-208.html,2026-08-12 17:44:03
moteur,632357,Audi A4,"165,000 MAD",MAD,2014,Diesel,N/A,N/A,Temara,"164,000 km",Audi,A4,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Temara,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632357/audi-a4.html,2026-08-12 17:44:03
moteur,632356,Peugeot  propre,"85,000 MAD",MAD,2011,Diesel,Manuelle,N/A,Mohammedia,"300,000 km",Peugeot,308,5,N/A,N/A,6,N/A,"État du véhicule, Climatisation, Airbags, Vitres électriques, Radar de recul, Jantes, Limiteur de vitesse",Mohammedia,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632356/peugeot-308.html,2026-08-12 17:44:02
moteur,632355,Peugeot 208 Allure,"178,000 MAD",MAD,2025,Diesel,Manuelle,N/A,Casablanca,"7,251 km",Peugeot,208,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632355/peugeot-208.html,2026-08-12 17:44:02
moteur,632354,سيدي علال التازي,3 MAD,MAD,1998,Diesel,Manuelle,N/A,Autre,0 km,Renault,R19,5,N/A,N/A,6,N/A,"État du véhicule, Vitres électriques",Autre,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632354/renault-r19.html,2026-08-12 17:44:01
moteur,632353,Citroen c1,"62,000 MAD",MAD,2010,Essence,Manuelle,N/A,El Jadida,"130,000 km",Citroën,C1,5,N/A,N/A,6,N/A,"État du véhicule, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, Ordinateur de bord, Radar de recul, Limiteur de vitesse, CD / MP3 / Bluetooth",El Jadida,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632353/citroen-c1.html,2026-08-12 17:44:01
moteur,632352,Kia Picanto Essence Manuelle 2007 à Fès,"57,000 MAD",MAD,2007,Essence,Manuelle,N/A,Fes,"245,000 km",Kia,Picanto,N/A,N/A,N/A,6,N/A,État du véhicule,Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632352/kia-picanto.html,2026-08-12 17:33:07
moteur,632351,Fiat Uno Essence Manuelle 1996 à Es-Semara,"26,000 MAD",MAD,1996,Essence,Manuelle,N/A,Smara,123 km,Fiat,Uno,5,N/A,N/A,6,N/A,"État du véhicule, Ordinateur de bord",Smara,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632351/fiat-uno.html,2026-08-12 17:33:06
moteur,632350,VW Tiguan 2.0 TDI 150 DSG Full Options,"430,000 MAD",MAD,2022,Diesel,Automatique,N/A,Rabat,"93,875 km",Volkswagen,Tiguan,5,N/A,N/A,41,N/A,État du véhicule,Rabat,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632350/volkswagen-tiguan.html,2026-08-12 17:33:05
moteur,632349,HONDA ACCORD PLATINUM ESSENCE 2.4L,Appeler pour le prix,MAD,2008,Essence,Automatique,N/A,Casablanca,"220,000 km",Honda,Accord,5,N/A,N/A,13,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632349/honda-accord.html,2026-08-12 17:33:05
moteur,632348,Peugeot 208 Diesel Manuelle 2018 à Fès,"97,000 MAD",MAD,2018,Diesel,Manuelle,N/A,Fes,"160,000 km",Peugeot,208,N/A,N/A,N/A,6,N/A,État du véhicule,Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632348/peugeot-208.html,2026-08-12 17:33:04
moteur,632347,Jaguar XE Pack R-Sport – Décembre 2018,"203,000 MAD",MAD,2018,Diesel,Automatique,N/A,Bouskoura,"129,000 km",Jaguar,XE,5,N/A,N/A,8,N/A,"État du véhicule, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, Intérieur cuir, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Bouskoura,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632347/jaguar-xe.html,2026-08-12 17:33:04
moteur,632346,Ford Fiesta Diesel Manuelle 2017 à Tanger,"115,000 MAD",MAD,2017,Diesel,Manuelle,N/A,Tanger,"180,000 km",Ford,Fiesta,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Vitres électriques, ESP, Ordinateur de bord, CD / MP3 / Bluetooth",Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632346/ford-fiesta.html,2026-08-12 17:33:03
